"","SamplesName","SubjectName","nCount_RNA","nFeature_RNA","priCluster","Age_in_Weeks","Area","Period","protocal","dataset","Age","Sex","cluster1","Age_in_days","cluster","WGCNAcluster","RegionName","Laminae","cellType","cellType_sub","deconv_clust"
"128","S26.G5","Sample15",895968.068484358,1728,"nEN-late",17.3,"PFC","P5","Fluidigm C1","h1",NA,"Female","ExN1_4",121.1,"ExN","nEN-late","Cortex","All","ExN","ExN1_4","Neuro"
"129","S26.F7","Sample15",923145.960584902,1679,"nEN-late",17.3,"PFC","P5","Fluidigm C1","h1",NA,"Female","ExN1_4",121.1,"ExN","nEN-late","Cortex","All","ExN","ExN1_4","Neuro"
"130","S26.D10","Sample15",865129.689254752,1696,"nEN-late",17.3,"PFC","P5","Fluidigm C1","h1",NA,"Female","ExN1_4",121.1,"ExN","nEN-late","Cortex","All","ExN","ExN1_4","Neuro"
"131","S26.H11","Sample15",868877.597679427,1761,"nEN-late",17.3,"PFC","P5","Fluidigm C1","h1",NA,"Female","ExN1_4",121.1,"ExN","nEN-late","Cortex","All","ExN","ExN1_4","Neuro"
"132","S28.A2","Sample15",883313.253642339,1916,"nIN1",17.3,"MGE","P5","Fluidigm C1","h1",NA,"Female","ExN1_4",121.1,"ExN","nIN1","GE","0","ExN","ExN1_4","Neuro"
"133","S28.F3","Sample15",873805.433130458,1167,"nIN2",17.3,"MGE","P5","Fluidigm C1","h1",NA,"Female","ExN1_4",121.1,"ExN","nIN2","GE","0","ExN","ExN1_4","Neuro"
"134","S28.C11","Sample15",860391.478721367,1241,"nIN2",17.3,"MGE","P5","Fluidigm C1","h1",NA,"Female","ExN1_4",121.1,"ExN","nIN2","GE","0","ExN","ExN1_4","Neuro"
"135","S28.D12","Sample15",869049.385382867,1280,"nIN2",17.3,"MGE","P5","Fluidigm C1","h1",NA,"Female","ExN1_4",121.1,"ExN","nIN2","GE","0","ExN","ExN1_4","Neuro"
"136","S35.B8","Sample18",892461.194359301,1218,"nEN-late",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","ExN1_4",105,"ExN","nEN-late","Cortex","0","ExN","ExN1_4","Neuro"
"137","S41.F9","Sample20",847924.033442598,1280,"nIN3",13.3,"MGE","P4","Fluidigm C1","h1",NA,"Female","ExN1_4",93.1,"ExN","nIN3","GE","0","ExN","ExN1_4","Neuro"
"138","S45.C1","Sample23",903607.32154391,1128,"Astrocyte",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",150.5,"ExN","Astrocyte","Cortex","CP","ExN","ExN1_4","Neuro"
"139","S45.B2","Sample23",879024.558596434,2403,"nEN-early2",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",150.5,"ExN","nEN-early2","Cortex","CP","ExN","ExN1_4","Neuro"
"140","S45.D2","Sample23",873670.520865444,1873,"nEN-late",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",150.5,"ExN","nEN-late","Cortex","CP","ExN","ExN1_4","Neuro"
"141","S45.H2","Sample23",891291.422281324,2082,"nEN-early2",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",150.5,"ExN","nEN-early2","Cortex","CP","ExN","ExN1_4","Neuro"
"142","S45.B4","Sample23",875240.255653629,1756,"nEN-late",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",150.5,"ExN","nEN-late","Cortex","CP","ExN","ExN1_4","Neuro"
"143","S45.F4","Sample23",834626.872655264,1856,"nEN-late",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",150.5,"ExN","nEN-late","Cortex","CP","ExN","ExN1_4","Neuro"
"144","S45.A6","Sample23",904826.496796549,1495,"nEN-late",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",150.5,"ExN","nEN-late","Cortex","CP","ExN","ExN1_4","Neuro"
"145","S45.C6","Sample23",895204.523208172,1224,"nEN-late",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",150.5,"ExN","nEN-late","Cortex","CP","ExN","ExN1_4","Neuro"
"146","S45.A7","Sample23",888603.857936168,2156,"nEN-late",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",150.5,"ExN","nEN-late","Cortex","CP","ExN","ExN1_4","Neuro"
"147","S45.C8","Sample23",882926.504980249,1974,"nEN-late",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",150.5,"ExN","nEN-late","Cortex","CP","ExN","ExN1_4","Neuro"
"148","S45.E8","Sample23",880774.966436896,2038,"nEN-early2",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",150.5,"ExN","nEN-early2","Cortex","CP","ExN","ExN1_4","Neuro"
"149","S45.E9","Sample23",855525.243336846,1835,"nEN-late",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",150.5,"ExN","nEN-late","Cortex","CP","ExN","ExN1_4","Neuro"
"150","S45.G9","Sample23",879832.95626461,2038,"nEN-late",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",150.5,"ExN","nEN-late","Cortex","CP","ExN","ExN1_4","Neuro"
"151","S45.A10","Sample23",885746.085806484,2142,"nEN-early2",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",150.5,"ExN","nEN-early2","Cortex","CP","ExN","ExN1_4","Neuro"
"152","S45.E11","Sample23",885676.513208217,2011,"nEN-late",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",150.5,"ExN","nEN-late","Cortex","CP","ExN","ExN1_4","Neuro"
"153","S50.C8","Sample9",881356.753516778,1543,"nIN3",11,"MGE","P3","Fluidigm C1","h1",NA,"Male","ExN1_4",77,"ExN","nIN3","GE","0","ExN","ExN1_4","Neuro"
"154","S50.F8","Sample9",885665.548960511,1909,"nIN3",11,"MGE","P3","Fluidigm C1","h1",NA,"Male","ExN1_4",77,"ExN","nIN3","GE","0","ExN","ExN1_4","Neuro"
"155","S50.H8","Sample9",860277.161608963,1633,"IN-STR",11,"MGE","P3","Fluidigm C1","h1",NA,"Male","ExN1_4",77,"ExN","IN-STR","GE","0","ExN","ExN1_4","Neuro"
"156","S50.A9","Sample9",867071.062022938,1897,"nIN3",11,"MGE","P3","Fluidigm C1","h1",NA,"Male","ExN1_4",77,"ExN","nIN3","GE","0","ExN","ExN1_4","Neuro"
"157","S50.G9","Sample9",898188.903645576,2853,"nEN-early2",11,"PFC","P3","Fluidigm C1","h1",NA,"Male","ExN1_4",77,"ExN","nEN-early2","Cortex","All","ExN","ExN1_4","Neuro"
"158","S50.F10","Sample9",892116.504504421,3117,"nEN-early2",11,"PFC","P3","Fluidigm C1","h1",NA,"Male","ExN1_4",77,"ExN","nEN-early2","Cortex","All","ExN","ExN1_4","Neuro"
"159","S50.G10","Sample9",889691.651768967,3275,"EN-V1-1",11,"PFC","P3","Fluidigm C1","h1",NA,"Male","ExN1_4",77,"ExN","EN-V1-1","Cortex","All","ExN","ExN1_4","Neuro"
"160","S50.C11","Sample9",899425.947211058,1278,"EN-V1-1",11,"PFC","P3","Fluidigm C1","h1",NA,"Male","ExN1_4",77,"ExN","EN-V1-1","Cortex","All","ExN","ExN1_4","Neuro"
"161","S50.D11","Sample9",909525.529715459,2737,"nEN-early1",11,"PFC","P3","Fluidigm C1","h1",NA,"Male","ExN1_4",77,"ExN","nEN-early1","Cortex","All","ExN","ExN1_4","Neuro"
"162","S50.D12","Sample9",888391.126818117,2833,"nEN-early2",11,"PFC","P3","Fluidigm C1","h1",NA,"Male","ExN1_4",77,"ExN","nEN-early2","Cortex","All","ExN","ExN1_4","Neuro"
"163","S51.D7","Sample12",874768.497127238,1200,"nIN2",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","nIN2","GE","0","ExN","ExN1_4","Neuro"
"164","S51.A8","Sample12",864722.711860898,1764,"IN-CTX-CGE1",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","IN-CTX-CGE1","GE","0","ExN","ExN1_4","Neuro"
"165","S51.C8","Sample12",877684.964495903,1765,"IN-STR",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","IN-STR","GE","0","ExN","ExN1_4","Neuro"
"166","S51.G8","Sample12",896757.359399014,1214,"nIN3",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","nIN3","GE","0","ExN","ExN1_4","Neuro"
"167","S51.C9","Sample12",876611.933933619,1663,"IN-STR",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","IN-STR","GE","0","ExN","ExN1_4","Neuro"
"168","S51.H9","Sample12",871097.93879585,1613,"nIN3",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","nIN3","GE","0","ExN","ExN1_4","Neuro"
"169","S51.G10","Sample12",939735.35306611,2490,"nEN-early2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","nEN-early2","Cortex","VZ","ExN","ExN1_4","Neuro"
"170","S51.E12","Sample12",890354.860284619,2116,"nEN-early2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","nEN-early2","Cortex","VZ","ExN","ExN1_4","Neuro"
"171","S52.C1","Sample12",895864.338302487,1833,"nEN-late",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","nEN-late","Cortex","SVZ","ExN","ExN1_4","Neuro"
"172","S52.D1","Sample12",893092.678511172,1568,"nEN-late",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","nEN-late","Cortex","SVZ","ExN","ExN1_4","Neuro"
"173","S52.E2","Sample12",895808.363989661,1422,"nEN-early2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","nEN-early2","Cortex","SVZ","ExN","ExN1_4","Neuro"
"174","S52.C3","Sample12",895730.416168436,2040,"nEN-early2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","nEN-early2","Cortex","SVZ","ExN","ExN1_4","Neuro"
"175","S52.E3","Sample12",898826.448959398,1738,"nEN-late",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","nEN-late","Cortex","SVZ","ExN","ExN1_4","Neuro"
"176","S52.C4","Sample12",880947.371946658,2683,"EN-PFC3",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","EN-PFC3","Cortex","CP","ExN","ExN1_4","Neuro"
"177","S52.F4","Sample12",881827.413577283,2361,"EN-PFC3",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","EN-PFC3","Cortex","CP","ExN","ExN1_4","Neuro"
"178","S52.D8","Sample11",892215.185225701,2234,"IN-CTX-MGE1",19,"MGE","P6","Fluidigm C1","h1",NA,"Male","ExN1_4",133,"ExN","IN-CTX-MGE1","GE","0","ExN","ExN1_4","Neuro"
"179","S52.A12","Sample13",863662.842529595,1865,"nIN1",14.2,"MGE","P4","Fluidigm C1","h1",NA,"Female","ExN1_4",99.4,"ExN","nIN1","GE","0","ExN","ExN1_4","Neuro"
"180","S52.C12","Sample13",850247.598500888,1281,"nIN2",14.2,"MGE","P4","Fluidigm C1","h1",NA,"Female","ExN1_4",99.4,"ExN","nIN2","GE","0","ExN","ExN1_4","Neuro"
"181","S52.G12","Sample13",905324.805265599,2434,"EN-PFC2",14.2,"PFC","P4","Fluidigm C1","h1",NA,"Female","ExN1_4",99.4,"ExN","EN-PFC2","Cortex","All","ExN","ExN1_4","Neuro"
"182","S52.H12","Sample13",894192.35587612,2114,"nEN-early2",14.2,"PFC","P4","Fluidigm C1","h1",NA,"Female","ExN1_4",99.4,"ExN","nEN-early2","Cortex","All","ExN","ExN1_4","Neuro"
"183","S53.H1","Sample13",870928.999572225,1453,"IPC-nEN2",14.2,"PFC","P4","Fluidigm C1","h1",NA,"Female","ExN1_4",99.4,"ExN","IPC-nEN2","Cortex","All","ExN","ExN1_4","Neuro"
"184","S54.A10","Sample20",873604.139839358,1574,"nIN4",13.3,"MGE","P4","Fluidigm C1","h1",NA,"Female","ExN1_4",93.1,"ExN","nIN4","GE","0","ExN","ExN1_4","Neuro"
"185","S57.F1","Sample26",887547.117637713,1995,"nEN-late",20,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",140,"ExN","nEN-late","Cortex","CP","ExN","ExN1_4","Neuro"
"186","S57.A2","Sample26",871123.741523843,2331,"EN-PFC2",20,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",140,"ExN","EN-PFC2","Cortex","CP","ExN","ExN1_4","Neuro"
"187","S57.C2","Sample26",878595.057540747,2123,"EN-PFC3",20,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",140,"ExN","EN-PFC3","Cortex","CP","ExN","ExN1_4","Neuro"
"188","S57.E4","Sample26",890034.884138007,2158,"EN-PFC3",20,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",140,"ExN","EN-PFC3","Cortex","CP","ExN","ExN1_4","Neuro"
"189","S57.C5","Sample26",848517.983547671,1919,"nEN-late",20,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",140,"ExN","nEN-late","Cortex","CP","ExN","ExN1_4","Neuro"
"190","S57.A7","Sample26",879585.935781134,3118,"EN-PFC2",20,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",140,"ExN","EN-PFC2","Cortex","CP","ExN","ExN1_4","Neuro"
"191","S57.C7","Sample26",878179.883454791,2036,"EN-PFC2",20,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",140,"ExN","EN-PFC2","Cortex","CP","ExN","ExN1_4","Neuro"
"192","S57.D7","Sample26",873941.465959306,2347,"EN-PFC2",20,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",140,"ExN","EN-PFC2","Cortex","CP","ExN","ExN1_4","Neuro"
"193","S57.E7","Sample26",911656.393377696,2633,"EN-PFC3",20,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",140,"ExN","EN-PFC3","Cortex","CP","ExN","ExN1_4","Neuro"
"194","S57.C8","Sample26",897035.367169465,2618,"EN-PFC3",20,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",140,"ExN","EN-PFC3","Cortex","CP","ExN","ExN1_4","Neuro"
"195","S57.G8","Sample26",903955.812455612,2141,"EN-V1-2",20,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",140,"ExN","EN-V1-2","Cortex","CP","ExN","ExN1_4","Neuro"
"196","S57.C9","Sample26",880054.300020866,2390,"EN-PFC2",20,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",140,"ExN","EN-PFC2","Cortex","CP","ExN","ExN1_4","Neuro"
"197","S57.F11","Sample26",888225.789566363,2051,"EN-PFC3",20,"PFC","P6","Fluidigm C1","h1",NA,"Female","ExN1_4",140,"ExN","EN-PFC3","Cortex","CP","ExN","ExN1_4","Neuro"
"198","S79.D2","Sample28",848270.934842031,1350,"",19,"PFC","P6","Fluidigm C1","h1",NA,"Male","ExN1_4",133,"ExN","","Cortex","CP","ExN","ExN1_4","Neuro"
"199","S79.C3","Sample28",821090.211274021,1311,"",19,"PFC","P6","Fluidigm C1","h1",NA,"Male","ExN1_4",133,"ExN","","Cortex","CP","ExN","ExN1_4","Neuro"
"200","S79.F3","Sample28",871351.430814894,1706,"",19,"PFC","P6","Fluidigm C1","h1",NA,"Male","ExN1_4",133,"ExN","","Cortex","CP","ExN","ExN1_4","Neuro"
"201","S79.G3","Sample28",881836.305473159,1265,"",19,"PFC","P6","Fluidigm C1","h1",NA,"Male","ExN1_4",133,"ExN","","Cortex","CP","ExN","ExN1_4","Neuro"
"202","S79.A6","Sample28",865893.939442599,1446,"",19,"PFC","P6","Fluidigm C1","h1",NA,"Male","ExN1_4",133,"ExN","","Cortex","CP","ExN","ExN1_4","Neuro"
"203","S79.F6","Sample28",908004.481317288,1069,"",19,"PFC","P6","Fluidigm C1","h1",NA,"Male","ExN1_4",133,"ExN","","Cortex","CP","ExN","ExN1_4","Neuro"
"204","S80.H8","Sample29",861981.94571163,1650,"IN-STR",11.5,"MGE","P3","Fluidigm C1","h1",NA,"Female","ExN1_4",80.5,"ExN","IN-STR","GE","All","ExN","ExN1_4","Neuro"
"205","S82.E2","Sample29",876408.508968374,2334,"IN-STR",11.5,"MGE","P3","Fluidigm C1","h1",NA,"Female","ExN1_4",80.5,"ExN","IN-STR","GE","All","ExN","ExN1_4","Neuro"
"206","S82.H2","Sample29",922211.897890656,2215,"nEN-early2",11.5,"PFC","P3","Fluidigm C1","h1",NA,"Female","ExN1_4",80.5,"ExN","nEN-early2","Cortex","All","ExN","ExN1_4","Neuro"
"207","S82.C3","Sample29",884837.078995234,3124,"EN-PFC3",11.5,"PFC","P3","Fluidigm C1","h1",NA,"Female","ExN1_4",80.5,"ExN","EN-PFC3","Cortex","All","ExN","ExN1_4","Neuro"
"208","S82.D3","Sample29",891311.578680521,2851,"nEN-early1",11.5,"PFC","P3","Fluidigm C1","h1",NA,"Female","ExN1_4",80.5,"ExN","nEN-early1","Cortex","All","ExN","ExN1_4","Neuro"
"209","S82.B4","Sample29",874332.117603772,2413,"nEN-early2",11.5,"PFC","P3","Fluidigm C1","h1",NA,"Female","ExN1_4",80.5,"ExN","nEN-early2","Cortex","All","ExN","ExN1_4","Neuro"
"210","S82.D4","Sample29",895332.727506055,1479,"EN-V1-1",11.5,"PFC","P3","Fluidigm C1","h1",NA,"Female","ExN1_4",80.5,"ExN","EN-V1-1","Cortex","All","ExN","ExN1_4","Neuro"
"211","S82.A6","Sample29",862694.004467279,2334,"nEN-early2",11.5,"PFC","P3","Fluidigm C1","h1",NA,"Female","ExN1_4",80.5,"ExN","nEN-early2","Cortex","All","ExN","ExN1_4","Neuro"
"212","S82.G6","Sample29",885399.378408525,2487,"IPC-nEN1",11.5,"PFC","P3","Fluidigm C1","h1",NA,"Female","ExN1_4",80.5,"ExN","IPC-nEN1","Cortex","All","ExN","ExN1_4","Neuro"
"213","S82.A9","Sample29",900204.54506356,3416,"EN-V1-1",11.5,"PFC","P3","Fluidigm C1","h1",NA,"Female","ExN1_4",80.5,"ExN","EN-V1-1","Cortex","All","ExN","ExN1_4","Neuro"
"214","S82.B9","Sample29",890914.467278577,2643,"nEN-early1",11.5,"PFC","P3","Fluidigm C1","h1",NA,"Female","ExN1_4",80.5,"ExN","nEN-early1","Cortex","All","ExN","ExN1_4","Neuro"
"215","S82.C9","Sample29",912256.161083652,2790,"nEN-early1",11.5,"PFC","P3","Fluidigm C1","h1",NA,"Female","ExN1_4",80.5,"ExN","nEN-early1","Cortex","All","ExN","ExN1_4","Neuro"
"216","S85.A1","Sample32",880184.173440265,1814,"nEN-late",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","nEN-late","Cortex","All","ExN","ExN1_4","Neuro"
"217","S85.F1","Sample32",871086.49878655,2009,"nEN-early2",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","nEN-early2","Cortex","All","ExN","ExN1_4","Neuro"
"218","S85.G1","Sample32",890705.348443456,2957,"EN-PFC2",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","EN-PFC2","Cortex","All","ExN","ExN1_4","Neuro"
"219","S85.H2","Sample32",895402.272432913,2309,"nEN-early2",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","nEN-early2","Cortex","All","ExN","ExN1_4","Neuro"
"220","S85.E3","Sample32",931891.212531373,1100,"nEN-late",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","nEN-late","Cortex","All","ExN","ExN1_4","Neuro"
"221","S85.G4","Sample32",868490.710124388,1898,"nEN-late",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","nEN-late","Cortex","All","ExN","ExN1_4","Neuro"
"222","S85.B5","Sample32",872710.551853655,2726,"EN-PFC2",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","EN-PFC2","Cortex","All","ExN","ExN1_4","Neuro"
"223","S85.C5","Sample32",882211.194726476,1962,"nEN-early2",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","nEN-early2","Cortex","All","ExN","ExN1_4","Neuro"
"224","S85.A6","Sample32",829228.769308139,2189,"nEN-early2",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","nEN-early2","Cortex","All","ExN","ExN1_4","Neuro"
"225","S85.E6","Sample32",881407.684343687,2504,"EN-PFC2",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","EN-PFC2","Cortex","All","ExN","ExN1_4","Neuro"
"226","S85.A7","Sample32",842966.202125444,2127,"IPC-nEN1",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","IPC-nEN1","Cortex","All","ExN","ExN1_4","Neuro"
"227","S85.E7","Sample32",906151.45928058,1691,"nEN-late",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","nEN-late","Cortex","All","ExN","ExN1_4","Neuro"
"228","S85.A8","Sample32",920350.8066015,1281,"nEN-late",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","nEN-late","Cortex","All","ExN","ExN1_4","Neuro"
"229","S85.F8","Sample32",850110.448727463,2195,"nEN-early2",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","nEN-early2","Cortex","All","ExN","ExN1_4","Neuro"
"230","S85.B9","Sample32",874955.382995103,2678,"EN-PFC3",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","EN-PFC3","Cortex","All","ExN","ExN1_4","Neuro"
"231","S85.C9","Sample32",859608.158805707,1815,"nEN-late",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","nEN-late","Cortex","All","ExN","ExN1_4","Neuro"
"232","S85.E9","Sample32",872640.184503302,2139,"nEN-early2",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","nEN-early2","Cortex","All","ExN","ExN1_4","Neuro"
"233","S85.F10","Sample32",883279.99137308,2242,"nEN-early2",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","nEN-early2","Cortex","All","ExN","ExN1_4","Neuro"
"234","S85.G10","Sample32",904063.345943467,3021,"EN-PFC2",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","EN-PFC2","Cortex","All","ExN","ExN1_4","Neuro"
"235","S85.A12","Sample32",899879.703355782,2613,"nEN-early2",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","nEN-early2","Cortex","All","ExN","ExN1_4","Neuro"
"236","S87.A1","Sample32",900177.869292018,1524,"nIN2",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","nIN2","GE","All","ExN","ExN1_4","Neuro"
"237","S87.B2","Sample32",893673.424413266,1399,"IN-STR",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","IN-STR","GE","All","ExN","ExN1_4","Neuro"
"238","S87.B4","Sample32",873544.747714399,1304,"IN-STR",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","IN-STR","GE","All","ExN","ExN1_4","Neuro"
"239","S87.A5","Sample32",869809.257897055,1258,"nIN2",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","nIN2","GE","All","ExN","ExN1_4","Neuro"
"240","S87.B5","Sample32",870513.582302463,1271,"IN-STR",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","IN-STR","GE","All","ExN","ExN1_4","Neuro"
"241","S87.A7","Sample32",869779.072435509,1341,"IN-STR",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","IN-STR","GE","All","ExN","ExN1_4","Neuro"
"242","S87.D7","Sample32",887391.307773956,1281,"nIN2",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","nIN2","GE","All","ExN","ExN1_4","Neuro"
"243","S87.D10","Sample32",901599.856126487,1246,"IN-STR",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","IN-STR","GE","All","ExN","ExN1_4","Neuro"
"244","S87.H11","Sample32",888155.795099027,1653,"IN-STR",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","ExN1_4",122.5,"ExN","IN-STR","GE","All","ExN","ExN1_4","Neuro"
"245","S88.A1","Sample30",898482.228499198,2108,"EN-PFC3",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","EN-PFC3","Cortex","All","ExN","ExN1_4","Neuro"
"246","S88.D1","Sample30",921830.004327868,1993,"RG-div1",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","RG-div1","Cortex","All","ExN","ExN1_4","Neuro"
"247","S88.F3","Sample30",900712.433422927,2528,"EN-V1-2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","EN-V1-2","Cortex","All","ExN","ExN1_4","Neuro"
"248","S88.C4","Sample30",903314.82544179,2342,"nEN-early2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","nEN-early2","Cortex","All","ExN","ExN1_4","Neuro"
"249","S88.E4","Sample30",875073.129490996,2377,"nEN-early2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","nEN-early2","Cortex","All","ExN","ExN1_4","Neuro"
"250","S88.H4","Sample30",915049.202203759,1722,"IN-CTX-MGE1",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","IN-CTX-MGE1","Cortex","All","ExN","ExN1_4","Neuro"
"251","S88.A5","Sample30",889228.997375648,3049,"EN-PFC3",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","EN-PFC3","Cortex","All","ExN","ExN1_4","Neuro"
"252","S88.D5","Sample30",876055.445011865,2484,"EN-PFC3",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","EN-PFC3","Cortex","All","ExN","ExN1_4","Neuro"
"253","S88.E5","Sample30",883424.977965174,2886,"EN-V1-2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","EN-V1-2","Cortex","All","ExN","ExN1_4","Neuro"
"254","S88.A6","Sample30",924033.511674451,1703,"nEN-early2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","nEN-early2","Cortex","All","ExN","ExN1_4","Neuro"
"255","S88.B6","Sample30",954686.071493102,1007,"nEN-late",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","nEN-late","Cortex","All","ExN","ExN1_4","Neuro"
"256","S88.C6","Sample30",899440.393488746,2397,"nEN-early2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","ExN1_4",91,"ExN","nEN-early2","Cortex","All","ExN","ExN1_4","Neuro"
